city,type,date,SO2,NO,NO2,Nox,CO,O3,PM10,PM25,WD,WS,temp,RH
평택,이동차,2018-11-18 9:00,0.001,0.03,0.035,0.065,0.6,0.005,45,32,90,0.5,3.9,63
평택,이동차,2018-11-18 10:00,0.002,0.049,0.037,0.086,0.7,0.006,52,35,247.5,0.6,5,62
평택,이동차,2018-11-18 11:00,0.003,0.107,0.047,0.155,0.8,0.006,68,41,270,0.7,6.9,60
평택,이동차,2018-11-18 12:00,0.003,0.062,0.042,0.105,0.7,0.011,99,62,247.5,1,8.8,48
평택,이동차,2018-11-18 13:00,0.003,0.014,0.023,0.037,0.6,0.023,82,54,292.5,1.2,10,46
평택,이동차,2018-11-18 14:00,0.003,0.015,0.028,0.043,0.5,0.021,48,31,247.5,1.2,10.2,46
평택,이동차,2018-11-18 15:00,0.004,0.013,0.023,0.036,0.5,0.026,57,46,270,1.1,10.7,46
평택,이동차,2018-11-18 16:00,0.005,0.007,0.02,0.027,0.5,0.029,50,35,247.5,1.5,10.5,48
평택,이동차,2018-11-18 17:00,0.004,0.006,0.024,0.03,0.5,0.026,55,39,315,0.9,10.3,46
평택,이동차,2018-11-18 18:00,0.004,0.008,0.03,0.038,0.6,0.022,51,35,292.5,0.9,9.6,47
평택,이동차,2018-11-18 19:00,0.004,0.007,0.03,0.037,0.6,0.02,51,35,315,0.7,9.3,51
평택,이동차,2018-11-18 20:00,0.003,0.006,0.03,0.036,0.7,0.017,56,34,67.5,0.6,8.8,56
평택,이동차,2018-11-18 21:00,0.003,0.005,0.017,0.022,0.6,0.025,54,44,112.5,0.7,8,60
평택,이동차,2018-11-18 22:00,0.003,0.012,0.024,0.036,0.7,0.017,47,37,112.5,0.5,7.7,63
평택,이동차,2018-11-18 23:00,0.003,0.01,0.039,0.048,0.7,0.004,48,38,90,0.5,7.4,65
평택,이동차,2018-11-19 0:00,0.003,0.029,0.04,0.07,0.7,0.002,53,40,67.5,0.3,7.7,64
평택,이동차,2018-11-19 1:00,0.003,0.023,0.041,0.065,0.7,0.002,64,50,135,0.5,7.4,64
평택,이동차,2018-11-19 2:00,0.003,0.022,0.039,0.06,0.7,0.002,73,54,90,0.4,6.4,67
평택,이동차,2018-11-19 3:00,0.002,0.021,0.036,0.057,0.7,0.002,72,61,45,0.3,5.2,72
평택,이동차,2018-11-19 4:00,0.002,0.017,0.035,0.053,0.7,0.002,61,46,45,0.5,4.4,76
평택,이동차,2018-11-19 5:00,0.002,0.017,0.035,0.051,0.8,0.002,60,53,45,0.5,3.9,79
평택,이동차,2018-11-19 6:00,0.002,0.012,0.032,0.044,0.7,0.003,53,53,45,0.4,3.6,80
평택,이동차,2018-11-19 7:00,0.002,0.018,0.03,0.048,0.7,0.004,54,46,45,0.3,3.7,79
평택,이동차,2018-11-19 8:00,0.002,0.048,0.034,0.082,0.7,0.003,69,48,157.5,0.6,4,78
평택,이동차,2018-11-19 9:00,0.002,0.098,0.036,0.134,0.8,0.003,70,49,22.5,0.6,4.4,77
평택,이동차,2018-11-19 10:00,0.003,0.053,0.036,0.089,0.8,0.007,81,53,135,0.6,7.4,68
평택,이동차,2018-11-19 11:00,0.004,0.065,0.047,0.112,0.7,0.009,74,51,225,0.6,9.7,61
평택,이동차,2018-11-19 12:00,0.005,0.047,0.042,0.09,0.7,0.013,92,73,292.5,0.8,11.2,57
평택,이동차,2018-11-19 13:00,0.005,0.012,0.023,0.035,0.5,0.03,93,60,247.5,1.1,11.8,49
평택,이동차,2018-11-19 14:00,0.005,0.01,0.023,0.032,0.5,0.032,68,42,315,1.2,12,48
평택,이동차,2018-11-19 15:00,0.005,0.009,0.022,0.03,0.5,0.038,65,54,292.5,1.1,12.8,43
평택,이동차,2018-11-19 16:00,0.006,0.011,0.026,0.037,0.5,0.035,65,42,292.5,1.3,12.6,44
평택,이동차,2018-11-19 17:00,0.005,0.009,0.029,0.038,0.5,0.031,70,35,315,0.9,11.6,47
평택,이동차,2018-11-19 18:00,0.005,0.019,0.045,0.065,0.7,0.016,70,40,315,0.9,10.6,53
평택,이동차,2018-11-19 19:00,0.004,0.024,0.05,0.074,0.8,0.008,79,59,292.5,1,9.3,55
평택,이동차,2018-11-19 20:00,0.005,0.03,0.054,0.084,0.9,0.004,109,70,225,0.9,8.7,53
평택,이동차,2018-11-19 21:00,0.004,0.028,0.052,0.081,0.9,0.004,108,67,45,0.5,7.9,56
평택,이동차,2018-11-19 22:00,0.004,0.035,0.05,0.085,0.8,0.003,103,61,45,1.2,6.7,58
평택,이동차,2018-11-19 23:00,0.003,0.012,0.045,0.058,0.7,0.006,94,62,22.5,1.3,6.4,48
평택,이동차,2018-11-20 0:00,0.003,0.008,0.04,0.049,0.6,0.008,70,49,292.5,0.6,5.9,44
평택,이동차,2018-11-20 1:00,0.003,0.007,0.034,0.04,0.5,0.012,67,33,22.5,0.6,5.2,43
평택,이동차,2018-11-20 2:00,0.002,0.004,0.03,0.034,0.5,0.015,55,32,22.5,1.4,5.1,42
평택,이동차,2018-11-20 3:00,0.002,0.002,0.027,0.03,0.5,0.012,52,27,45,0.6,3.2,50
평택,이동차,2018-11-20 4:00,0.002,0.004,0.031,0.036,0.5,0.009,42,28,67.5,0.5,2.5,55
평택,이동차,2018-11-20 5:00,0.002,0.005,0.026,0.031,0.5,0.01,41,32,45,0.4,1.9,55
평택,이동차,2018-11-20 6:00,0.002,0.005,0.026,0.032,0.5,0.01,43,26,67.5,0.3,1.5,57
평택,이동차,2018-11-20 7:00,0.002,0.016,0.034,0.05,0.5,0.005,39,22,135,0.6,1.3,58
평택,이동차,2018-11-20 8:00,0.001,0.032,0.039,0.071,0.6,0.004,44,26,180,0.4,1.4,59
평택,이동차,2018-11-20 9:00,0.002,0.043,0.039,0.082,0.6,0.007,53,33,225,0.6,2.9,54
평택,이동차,2018-11-20 10:00,0.002,0.057,0.042,0.099,0.6,0.009,59,35,202.5,1.1,5,46
평택,이동차,2018-11-20 11:00,0.002,0.032,0.031,0.064,0.5,0.017,68,35,180,1.2,6.8,37
평택,이동차,2018-11-20 12:00,0.002,0.023,0.029,0.053,0.5,0.022,59,30,202.5,1,8.7,30
평택,이동차,2018-11-20 13:00,0.003,0.022,0.028,0.05,0.4,0.024,43,25,202.5,1.4,10.1,29
평택,이동차,2018-11-20 14:00,0.003,0.009,0.018,0.028,0.4,0.036,54,23,202.5,1.5,11.1,25
평택,이동차,2018-11-20 15:00,0.003,0.009,0.02,0.029,0.3,0.036,58,28,225,1.3,11.9,22
평택,이동차,2018-11-20 16:00,0.003,0.01,0.023,0.033,0.3,0.035,62,22,247.5,1.2,12,22
평택,이동차,2018-11-20 17:00,0.004,0.013,0.031,0.044,0.3,0.027,59,25,270,0.8,11.8,24
평택,이동차,2018-11-20 18:00,0.004,0.044,0.057,0.101,0.6,0.006,65,20,315,0.5,10.7,28
평택,이동차,2018-11-20 19:00,0.004,0.071,0.063,0.134,0.8,0.003,79,33,135,0.6,9.4,34
평택,이동차,2018-11-20 20:00,0.005,0.065,0.061,0.125,0.7,0.004,88,41,180,0.6,9.2,36
평택,이동차,2018-11-20 21:00,0.004,0.039,0.055,0.094,0.7,0.005,106,51,180,1.1,8.6,39
평택,이동차,2018-11-20 22:00,0.004,0.067,0.059,0.126,0.7,0.003,91,42,180,0.9,7.6,43
평택,이동차,2018-11-20 23:00,0.003,0.038,0.052,0.089,0.6,0.002,97,57,202.5,1,6.9,43
평택,이동차,2018-11-21 0:00,0.003,0.019,0.05,0.069,0.6,0.002,88,51,202.5,1.1,6.8,44
평택,이동차,2018-11-21 1:00,0.003,0.006,0.047,0.053,0.5,0.005,90,58,202.5,1,7.4,45
평택,이동차,2018-11-21 2:00,0.003,0.025,0.048,0.073,0.5,0.005,74,40,202.5,1,7.6,44
평택,이동차,2018-11-21 3:00,0.003,0.003,0.039,0.042,0.5,0.01,65,33,22.5,0.7,7.5,44
평택,이동차,2018-11-21 4:00,0.003,0.006,0.033,0.039,0.5,0.013,67,35,90,0.5,7.7,43
평택,이동차,2018-11-21 5:00,0.003,0.002,0.024,0.026,0.4,0.019,64,34,135,0.5,7.7,47
평택,이동차,2018-11-21 6:00,0.002,0.004,0.03,0.034,0.5,0.012,63,42,135,0.8,6.8,63
평택,이동차,2018-11-21 7:00,0.002,0.011,0.037,0.048,0.5,0.005,54,46,45,1,5.4,81
평택,이동차,2018-11-21 8:00,0.002,0.019,0.035,0.055,0.5,0.006,49,43,45,0.8,5,87
평택,이동차,2018-11-21 9:00,0.002,0.017,0.032,0.049,0.6,0.011,44,34,45,0.6,5.4,84
평택,이동차,2018-11-21 10:00,0.002,0.025,0.037,0.062,0.6,0.008,55,37,67.5,0.6,6.1,81
평택,이동차,2018-11-21 11:00,0.002,0.018,0.031,0.048,0.6,0.012,48,38,45,0.6,6.1,81
평택,이동차,2018-11-21 12:00,0.002,0.061,0.045,0.106,0.7,0.004,53,41,292.5,0.6,6.8,84
평택,이동차,2018-11-21 13:00,0.002,0.024,0.039,0.063,0.6,0.012,56,48,315,1.2,7,76
평택,이동차,2018-11-21 14:00,0.002,0.019,0.038,0.057,0.5,0.012,54,53,202.5,2.3,7,65
평택,이동차,2018-11-21 15:00,0.002,0.01,0.023,0.032,0.3,0.027,42,33,45,1.3,5.5,72
평택,이동차,2018-11-21 16:00,0.002,0.011,0.027,0.038,0.4,0.021,20,14,22.5,1.3,5.4,71
평택,이동차,2018-11-21 17:00,0.001,0.006,0.023,0.028,0.4,0.022,25,15,22.5,1.8,3.9,81
평택,이동차,2018-11-21 18:00,0.001,0.008,0.026,0.034,0.4,0.017,19,17,135,0.8,3.5,85
평택,이동차,2018-11-21 19:00,0.001,0.014,0.033,0.047,0.5,0.009,24,15,90,0.7,3.6,86
평택,이동차,2018-11-21 20:00,0.001,0.015,0.039,0.053,0.4,0.003,28,14,67.5,0.5,3.7,85
평택,이동차,2018-11-21 21:00,0.001,0.019,0.039,0.058,0.5,0.003,26,20,67.5,0.6,3.5,86
평택,이동차,2018-11-21 22:00,0.001,0.019,0.038,0.057,0.5,0.003,29,19,90,0.7,3.6,85
평택,이동차,2018-11-21 23:00,0.001,0.03,0.038,0.068,0.6,0.003,31,24,45,0.8,3.5,86
평택,이동차,2018-11-22 0:00,0.001,0.02,0.033,0.052,0.5,0.003,31,23,90,0.5,2.6,89
